survived,pclass,sex,age,sibsp,fare,embarked,class,who,adult_male,embark_town,alive,alone
1.0,1.0,1,0.6645318694724001,0.0,0.12508227019980017,3,Third,1,2,3,2,2
0.0,1.0,0,0.44721718502610514,0.0,0.1270551766698286,3,Third,3,0,3,1,2
1.0,0.5,0,0.5120463555962184,0.5,0.5129556822073824,3,Second,3,0,3,2,0
1.0,0.5,0,0.26806953339432754,0.0,0.205182272882953,3,Second,3,0,3,2,0
0.0,1.0,0,0.14608112229338213,0.0,0.3811655300094857,3,Third,0,0,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.12462139924840156,0,Third,1,2,0,1,2
0.0,1.0,1,0.3138151875571821,0.0,0.12205662083736464,2,Third,1,2,2,1,2
0.0,1.0,1,0.43580359865812746,0.0,0.12429310761178883,3,Third,1,2,3,1,2
0.0,0.7163461538461537,0,0.4205550472705093,0.5,0.227278825347271,3,Third,3,0,3,1,0
0.0,1.0,1,0.26806953339432754,0.5,0.3190189762035913,3,Third,1,2,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.11442857526164686,3,Third,2,2,3,1,2
1.0,0.5,0,0.4205550472705093,0.0,0.410364545765906,3,Second,3,1,3,2,1
1.0,0.5,0,0.2833180847819457,0.0,0.410364545765906,3,Second,3,0,3,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.12232020114176043,2,Third,1,2,2,1,2
1.0,1.0,1,0.481549252820982,0.0,0.1270551766698286,3,Third,1,2,3,2,2
1.0,0.0,1,0.4205550472705093,0.0,0.205182272882953,3,First,1,2,3,2,2
1.0,1.0,2,0.44721718502610514,0.0,0.2541103533396572,3,Third,3,0,1,2,0
1.0,0.5,0,0.6340347666971637,0.5,0.410364545765906,3,Second,3,0,3,2,0
0.0,1.0,1,0.2528209820067093,0.0,0.11245566879161846,3,Third,1,2,3,1,2
0.0,0.0,1,0.7560231777981091,0.5,0.8822837733966978,3,,1,2,3,1,1
1.0,0.0,0,0.20707532784385485,0.5,0.205182272882953,3,First,0,0,3,2,0
0.0,1.0,0,0.3138151875571821,1.0,0.5425492792578084,1,Third,3,0,3,1,0
1.0,0.5,0,0.3595608417200366,1.0,0.2959359705042591,3,Second,3,0,3,2,0
0.0,0.5,1,0.46630070143336383,0.0,0.1657241434823851,3,Second,1,2,3,1,2
1.0,0.5,0,0.6797804208600183,0.5,0.4143103587059628,3,Second,3,0,3,2,0
0.0,1.0,1,0.29856663616956386,0.0,0.14994089172215794,3,Third,1,2,3,1,2
0.0,1.0,1,0.37480939310765476,0.5,0.12271478243576611,3,Third,1,2,3,0,0
1.0,0.5,0,0.4205550472705093,0.0,0.205182272882953,3,Second,3,0,3,2,2
1.0,1.0,1,0.44721718502610514,0.0,0.12804162990484277,3,Third,1,2,3,2,2
1.0,0.5,0,0.19182677645623666,0.0,0.205182272882953,3,Second,0,0,3,2,0
1.0,0.0,1,0.5120463555962184,0.0,0.4190453342340309,3,First,1,2,3,2,2
1.0,1.0,0,0.44721718502610514,1.0,0.30395859737398256,0,Third,0,0,0,2,0
1.0,0.0,1,0.44721718502610514,0.0,0.48138917868692815,3,,1,2,1,2,2
0.0,0.5,1,0.5425434583714547,0.5,0.4379852363463035,3,Second,1,2,3,1,0
0.0,1.0,1,0.44721718502610514,0.5,0.3151394529209275,3,Third,1,2,3,1,0
0.0,0.0,2,0.4510521500457456,0.0,0.4379852363463035,0,First,1,2,0,1,2
1.0,1.0,1,0.43580359865812746,0.0,0.12462139924840156,0,Third,1,2,1,2,2
0.0,0.0,1,0.9847514486123818,0.0,0.4190453342340309,3,First,1,2,3,1,2
1.0,0.5,0,0.7560231777981091,0.0,0.1657241434823851,3,Second,3,0,3,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.12232020114176043,2,Third,1,2,2,1,1
1.0,0.0,1,0.7255260750228728,0.0,0.4190453342340309,3,First,1,2,3,2,2
0.0,1.0,1,0.5120463555962184,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,0.0,1,0.7102775236352546,0.0,0.6076551927687454,3,First,1,2,3,1,2
0.0,0.5,1,0.7255260750228728,0.0,0.205182272882953,3,Second,1,2,1,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.1270551766698286,3,Third,1,1,3,1,2
0.0,1.0,1,0.5730405611466911,0.0,0.11127192490960142,3,Third,1,2,3,1,2
0.0,0.5,1,0.44721718502610514,0.0,0.0,3,Second,1,2,3,1,1
0.0,0.7163461538461537,1,0.8475144861238182,0.0,0.4190453342340309,3,First,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.12192561984775475,2,Third,1,2,2,0,2
1.0,1.0,0,0.005032021957913998,1.0,0.30395859737398256,0,,0,0,0,2,0
0.0,1.0,1,0.5730405611466911,0.0,0.1367224183729677,1,Third,1,2,3,1,2
1.0,0.5,0,0.49679780420860015,0.5,0.4379852363463035,3,Second,3,0,3,2,0
1.0,0.5,0,0.3443122903324184,0.0,0.21767787330152483,0,Second,3,0,0,2,2
0.0,1.0,0,0.32906373894480023,0.0,0.15526773919123463,3,Third,3,0,3,1,2
0.0,0.0,1,0.44721718502610514,0.0,0.820729091531812,3,First,1,2,3,1,2
0.0,0.5,2,0.5120463555962184,0.5,0.3314482869647702,3,Second,1,2,3,1,0
0.0,1.0,1,0.44721718502610514,0.5,0.11120563525220847,3,Third,1,2,3,1,0
0.0,1.0,1,0.32906373894480023,0.0,0.11870267983831638,3,Third,1,2,3,0,2
1.0,1.0,0,0.02409271119243672,0.0,0.19393670600379112,3,Third,0,0,3,2,0
0.0,0.5,1,0.44721718502610514,0.0,0.0,3,Second,1,2,1,1,2
0.0,1.0,1,0.7560231777981091,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,0.0,1,0.8780115888990546,0.0,0.46876257727874643,0,First,1,2,0,1,2
0.0,1.0,1,0.4510521500457456,0.0,0.1270551766698286,3,Third,1,2,3,1,2
1.0,1.0,1,0.13083257090576395,0.5,0.2509537029876117,3,Third,0,0,3,2,0
0.0,1.0,1,0.3138151875571821,0.0,0.11442857526164686,3,Third,1,2,3,1,2
0.0,0.0,1,0.8322659347362,0.0,0.48138917868692815,3,First,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.22819898892489224,0,Third,1,2,0,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.23832710157943,3,Third,1,2,3,1,2
0.0,1.0,1,0.3595608417200366,0.0,0.12304307407237883,3,Third,1,2,3,1,2
0.0,0.7163461538461537,1,0.2528209820067093,0.0,0.1367224183729677,3,Third,1,2,3,1,2
0.0,0.7163461538461537,0,0.44721718502610514,0.0,0.12232020114176043,2,Third,3,0,2,1,2
0.0,1.0,0,0.44721718502610514,0.0,0.120413584329125,2,Third,3,0,2,1,2
0.0,1.0,0,0.5577920097590728,0.0,0.15132192625117782,3,,3,0,3,1,2
1.0,0.5,0,0.49679780420860015,0.0,0.410364545765906,3,Second,3,0,3,2,0
1.0,0.0,1,0.44721718502610514,0.0,0.4190453342340309,3,First,1,2,3,2,2
0.0,1.0,1,0.4205550472705093,0.0,0.3555177458991166,3,Third,1,2,3,1,2
1.0,1.0,1,0.3900579444952729,0.0,0.8916874347954412,3,Third,1,2,1,2,2
1.0,1.0,1,0.43580359865812746,0.0,0.12232020114176043,2,Third,1,2,2,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.1270551766698286,3,Third,1,2,3,1,2
1.0,0.0,1,0.5425434583714547,0.0,0.4149022306469713,3,First,1,2,3,2,2
1.0,0.0,0,0.8170173833485819,0.5,0.9375251545574929,0,First,3,0,0,2,0
0.0,1.0,1,0.3595608417200366,0.0,0.1183080985443107,3,Third,1,2,3,1,2
0.0,0.0,1,0.7102775236352546,0.0,0.536958851484336,3,First,1,2,3,1,2
1.0,0.5,0,0.5120463555962184,0.0,0.1657241434823851,3,Second,3,0,3,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.3811655300094857,2,Third,1,2,2,1,2
1.0,0.5,0,0.44721718502610514,0.5,0.410364545765906,3,Second,3,0,3,2,0
0.0,1.0,1,0.481549252820982,0.0,0.12462139924840156,3,Third,1,2,3,1,2
0.0,1.0,1,0.32906373894480023,0.0,0.205182272882953,3,Third,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.11403399396764118,0,Third,1,2,0,1,1
1.0,0.0,0,0.6645318694724001,0.0,0.9151003104565621,0,First,3,0,0,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.11410028362503413,0,Third,2,2,0,1,2
0.0,1.0,1,0.6111619396157365,0.0,0.12232020114176043,2,Third,1,2,2,1,2
1.0,0.5,0,0.44721718502610514,0.0,0.1657241434823851,3,Second,3,0,3,2,2
0.0,1.0,1,0.5882891125343093,0.0,0.12508227019980017,3,Third,1,2,3,1,2
0.0,0.5,1,0.44721718502610514,1.0,0.18150739524261225,3,Second,2,2,3,1,1
1.0,0.5,0,0.02409271119243672,0.5,0.410364545765906,3,Second,0,0,3,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.11410028362503413,0,Third,1,2,0,1,2
0.0,1.0,1,0.2528209820067093,0.5,0.11410028362503413,0,Third,1,2,1,1,0
1.0,1.0,0,0.44721718502610514,0.0,0.3528866778306867,0,,3,0,0,2,0
0.0,1.0,0,0.4510521500457456,0.0,0.1367224183729677,3,Third,3,0,3,0,2
1.0,0.5,0,0.1003354681305276,0.0,0.4143103587059628,1,Second,0,0,3,2,0
0.0,0.0,1,0.6797804208600183,0.0,0.4190453342340309,3,First,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.22885715052329372,1,Third,1,2,3,1,2
1.0,0.0,0,0.32906373894480023,0.0,0.781270962131244,0,First,3,0,0,2,0
1.0,0.7163461538461537,1,0.44721718502610514,0.5,0.410364545765906,3,Second,1,2,3,2,0
0.0,0.0,1,0.9695028972247637,0.0,0.410364545765906,3,First,1,2,3,1,2
1.0,0.5,0,0.2833180847819457,0.5,0.410364545765906,3,Second,3,0,1,2,0
1.0,0.5,1,0.44721718502610514,0.0,0.21879532752614891,0,,1,2,0,2,2
0.0,0.7163461538461537,1,0.49679780420860015,0.5,0.3239512423786623,1,Third,1,2,3,1,0
0.0,0.5,1,0.4053064958828911,0.0,0.410364545765906,3,Second,1,2,1,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.12357023468117043,2,Third,1,2,2,1,2
1.0,1.0,1,0.32906373894480023,0.0,0.11403399396764118,0,Third,1,2,0,2,2
1.0,1.0,0,0.32906373894480023,0.0,0.12271478243576611,3,Third,3,0,3,0,2
0.0,0.0,1,0.9390057944495273,0.0,0.4190453342340309,3,First,1,2,3,1,2
1.0,0.0,0,0.7255260750228728,0.5,0.6250167697049953,0,First,3,0,0,2,0
1.0,1.0,0,0.5425434583714547,0.5,0.2746285806279524,3,Third,3,0,3,2,0
0.0,1.0,1,0.6035376639219274,0.0,0.205182272882953,3,Third,2,2,3,1,2
0.0,0.7163461538461537,1,0.4205550472705093,0.0,0.21307389876306657,3,Second,1,2,3,1,2
0.0,1.0,0,0.44721718502610514,0.0,0.1270551766698286,3,Third,3,0,3,0,2
0.0,1.0,1,0.3595608417200366,0.0,0.3811655300094857,3,Third,1,2,3,1,0
0.0,0.7163461538461537,1,0.2833180847819457,0.0,0.12462139924840156,3,Third,1,2,3,1,2
0.0,1.0,0,0.43580359865812746,0.0,0.3326320308467872,3,Third,3,0,3,1,0
1.0,1.0,1,0.481549252820982,0.0,0.1239648159751761,3,Third,1,2,3,2,2
1.0,0.5,1,0.9390057944495273,0.0,0.1657241434823851,3,Second,1,2,3,2,2
1.0,0.0,0,0.44721718502610514,1.0,0.8125091740150856,3,First,3,0,3,0,0
1.0,0.0,1,0.44721718502610514,0.0,0.416480555822994,3,First,1,1,3,2,2
1.0,1.0,0,0.44721718502610514,0.0,0.12232020114176043,2,Third,3,0,2,0,2
0.0,1.0,1,0.2375724306190912,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,1.0,1,0.2833180847819457,0.0,0.22885715052329372,3,Third,2,2,3,1,2
1.0,0.5,0,0.5120463555962184,0.0,0.205182272882953,3,Second,3,0,3,2,2
1.0,0.0,0,0.5882891125343093,0.5,0.8822837733966978,3,First,3,0,3,2,0
0.0,1.0,0,0.44721718502610514,0.5,0.22819898892489224,0,Third,3,0,0,1,1
1.0,1.0,1,0.481549252820982,0.0,0.12508227019980017,3,,1,2,3,2,2
1.0,0.5,0,0.37480939310765476,0.5,0.4734975528068146,3,Second,3,0,1,2,0
0.0,0.5,1,0.8170173833485819,0.0,0.410364545765906,3,Second,1,2,3,1,2
0.0,0.0,1,0.5425434583714547,0.0,0.6333029768791145,1,First,1,2,0,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.13751158096097907,0,Third,1,2,0,0,2
0.0,0.5,1,0.7102775236352546,0.0,0.2367487764034073,3,Second,1,2,3,1,2
0.0,1.0,1,0.32906373894480023,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.1270551766698286,3,Third,2,2,3,1,2
0.0,1.0,1,0.5272949069838365,0.0,0.11245566879161846,1,Third,1,2,3,1,2
0.0,1.0,1,0.7102775236352546,0.0,0.11442857526164686,3,Third,1,2,3,1,1
0.0,1.0,0,0.44721718502610514,0.0,0.12232020114176043,2,Third,3,0,2,1,0
0.0,1.0,1,0.5425434583714547,0.5,0.3811655300094857,3,Third,1,2,3,1,0
1.0,0.5,0,0.44721718502610514,0.0,0.520847308087496,3,Second,3,0,3,2,1
0.0,1.0,1,0.44721718502610514,0.0,0.11403399396764118,0,Third,2,2,0,1,2
1.0,0.0,2,0.740774626410491,0.5,0.8985278961083236,0,First,1,2,0,2,0
1.0,0.5,0,0.3595608417200366,1.0,0.42614779752613313,3,Second,3,0,1,2,0
0.0,0.0,1,0.44721718502610514,0.0,0.6692098746336312,3,First,1,2,3,1,2
0.0,1.0,1,0.6645318694724001,0.0,0.1270551766698286,3,Third,1,2,3,1,2
1.0,0.0,1,0.5272949069838365,0.0,0.4190453342340309,0,First,1,2,0,2,2
0.0,1.0,2,0.5425434583714547,0.5,0.24542956487153222,3,Third,1,2,3,1,0
0.0,1.0,1,0.4510521500457456,0.0,0.12462139924840156,3,Third,1,2,3,1,2
1.0,0.0,2,0.4053064958828911,0.0,0.48138917868692815,3,First,1,2,3,2,2
1.0,0.5,0,0.32906373894480023,0.5,0.6562549815888368,0,Second,3,0,0,2,0
0.0,1.0,0,0.5882891125343093,0.5,0.49362119880110417,3,Third,3,0,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.11127192490960142,3,Third,1,1,3,1,2
1.0,1.0,0,0.44721718502610514,0.5,0.24464040228352085,2,Third,3,0,2,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.12232020114176043,2,,1,2,2,1,2
0.0,1.0,1,0.5272949069838365,0.0,0.1270551766698286,3,Third,1,2,3,0,2
0.0,1.0,1,0.44721718502610514,0.5,0.227278825347271,3,Third,1,2,3,1,0
0.0,0.7163461538461537,0,0.3900579444952729,0.5,0.2541103533396572,3,Third,2,0,3,1,0
1.0,0.5,0,0.054589813967673075,1.0,0.615546818648859,3,Second,0,0,3,2,0
0.0,0.5,1,0.3900579444952729,0.0,0.1657241434823851,3,,1,2,3,1,2
0.0,1.0,1,0.4053064958828911,0.5,0.22813427759267532,1,Third,1,2,0,1,0
1.0,0.0,1,0.6340347666971637,0.5,0.8294761696573298,3,First,1,1,3,2,0
0.0,1.0,1,0.3138151875571821,0.0,0.1239648159751761,3,Third,1,2,3,1,2
0.0,1.0,1,0.3138151875571821,0.0,0.2541103533396572,3,Third,1,1,3,1,2
0.0,0.0,1,0.9237572430619091,0.0,0.5101273234919498,3,First,1,2,3,1,2
0.0,0.5,1,0.8627630375114365,0.0,0.19492315923880532,2,Second,1,2,2,1,2
0.0,1.0,1,0.3900579444952729,0.0,0.12462139924840156,3,Third,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.12205662083736464,2,Third,1,2,2,1,2
0.0,1.0,1,0.7712717291857274,0.0,0.205182272882953,1,Third,1,2,3,1,2
1.0,0.0,1,0.481549252820982,0.0,0.48138917868692815,0,First,1,2,0,2,1
0.0,0.5,1,0.46630070143336383,0.5,0.4143103587059628,3,Second,1,2,3,0,0
0.0,1.0,0,0.6187862153095456,0.0,0.6263978042340151,3,Third,3,0,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.2541103533396572,3,Third,1,2,3,1,0
0.0,1.0,1,0.44721718502610514,0.0,0.205182272882953,3,,1,1,3,1,2
1.0,1.0,1,0.44721718502610514,0.0,0.8916874347954412,3,Third,1,2,3,2,2
1.0,1.0,0,0.44721718502610514,1.0,0.30395859737398256,0,Third,0,0,0,2,1
0.0,1.0,2,0.2833180847819457,0.0,0.12462139924840156,3,Third,1,2,3,1,2
1.0,0.0,1,0.8475144861238182,0.0,0.5603054374880639,0,First,1,2,0,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.119163550789715,3,Third,1,2,3,1,2
1.0,1.0,0,0.3443122903324184,0.0,0.119163550789715,3,Third,3,0,3,2,2
1.0,0.5,0,0.26806953339432754,0.0,0.3630147904852245,3,Second,3,0,3,0,1
0.0,1.0,1,0.3138151875571821,0.0,0.13310489706952364,3,Third,2,2,3,1,2
1.0,1.0,0,0.44721718502610514,0.0,0.12357023468117043,1,Third,3,0,2,2,2
0.0,1.0,0,0.26806953339432754,0.0,0.10653694938153328,2,Third,3,0,2,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.12462139924840156,3,,1,2,3,1,2
0.0,1.0,0,0.481549252820982,0.5,0.24464040228352085,2,Third,3,0,2,1,0
0.0,0.5,1,0.3443122903324184,0.0,0.205182272882953,3,Second,1,2,3,1,2
0.0,1.0,1,0.6035376639219274,0.0,0.11403399396764118,0,Third,2,2,0,1,1
0.0,0.0,1,0.7102775236352546,0.0,0.40385395441481226,3,First,1,2,3,1,2
0.0,0.7163461538461537,1,0.5425434583714547,0.0,0.1183080985443107,1,Third,1,2,3,1,1
1.0,1.0,1,0.29856663616956386,0.5,0.12508227019980017,3,Third,1,2,3,2,0
0.0,0.5,1,0.37480939310765476,0.0,0.205182272882953,3,Second,1,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.12271478243576611,3,Third,1,2,3,1,2
0.0,1.0,1,0.6492833180847819,0.0,0.1270551766698286,3,Third,1,2,1,1,1
1.0,0.0,0,0.44721718502610514,0.5,0.820729091531812,3,First,3,0,3,2,0
1.0,0.5,0,0.6035376639219274,0.5,0.615546818648859,3,Second,3,0,3,2,0
0.0,0.0,1,0.46630070143336383,0.5,0.820729091531812,3,First,1,2,3,1,0
1.0,0.5,1,0.46630070143336383,0.0,0.205182272882953,3,Second,1,2,3,0,2
0.0,1.0,1,0.26806953339432754,0.0,0.12271478243576611,3,Third,1,2,3,1,2
0.0,1.0,1,0.3671851174138457,0.0,0.1270551766698286,3,Third,1,2,3,1,2
1.0,0.7163461538461537,0,0.26806953339432754,0.0,0.15533402884862757,3,Third,2,0,3,2,2
0.0,1.0,0,0.6492833180847819,0.5,0.7402345075546535,3,Third,3,0,3,1,0
0.0,1.0,0,0.44721718502610514,0.0,0.12843621119884843,2,Third,3,0,2,1,2
0.0,1.0,1,0.29856663616956386,0.0,0.14560049748809548,3,Third,1,2,3,1,2
0.0,0.5,1,0.9085086916742909,0.5,0.615546818648859,3,Second,1,2,3,1,0
0.0,0.5,1,0.37480939310765476,0.5,0.6562549815888368,0,Second,1,2,0,1,0
0.0,1.0,1,0.2833180847819457,0.0,0.16052829700291832,1,Third,1,2,3,1,2
0.0,1.0,1,0.26806953339432754,0.0,0.12304307407237883,3,Third,1,2,3,1,2
1.0,0.0,1,0.46630070143336383,0.5,0.8996453503329477,3,First,1,2,3,2,0
1.0,1.0,0,0.054589813967673075,0.0,0.21175915389143965,0,Third,0,0,0,2,0
0.0,1.0,1,0.37480939310765476,0.0,0.11403399396764118,0,Third,1,2,0,1,2
0.0,0.0,1,0.9085086916742909,0.0,0.4190453342340309,3,First,1,2,3,1,2
0.0,0.5,1,0.7865202805733456,0.0,0.205182272882953,1,Second,1,2,1,1,2
1.0,1.0,0,0.44721718502610514,0.0,0.12205662083736464,2,Third,3,0,2,2,2
0.0,1.0,1,0.6340347666971637,0.0,0.12074187596573772,3,Third,1,2,3,1,2
1.0,0.7163461538461537,1,0.5272949069838365,0.0,0.4149022306469713,3,First,1,2,3,2,2
0.0,1.0,0,0.26806953339432754,0.0,0.22813427759267532,0,Third,3,0,0,1,0
0.0,1.0,1,0.37480939310765476,0.0,0.12218920015215054,2,Third,1,2,2,0,2
0.0,1.0,1,0.3900579444952729,0.5,0.1239648159751761,3,Third,1,2,3,1,0
0.0,0.5,1,0.5882891125343093,0.0,0.410364545765906,3,Second,1,2,3,1,2
1.0,0.5,0,0.6797804208600183,0.0,0.21307389876306657,3,Second,3,0,3,0,2
1.0,0.0,1,0.6340347666971637,0.0,0.4149022306469713,3,First,1,2,3,2,2
1.0,1.0,1,0.44721718502610514,0.5,0.2406282996860711,0,Third,1,2,0,2,0
1.0,0.0,0,0.3595608417200366,0.0,0.781337251788637,0,First,3,0,0,2,2
0.0,0.0,1,0.44721718502610514,0.0,0.4190453342340309,3,First,1,2,3,1,2
1.0,0.0,1,0.7255260750228728,0.5,0.820729091531812,3,First,1,2,3,2,0
0.0,1.0,1,0.43580359865812746,0.0,0.14967731141776217,3,Third,1,2,3,1,2
0.0,0.5,1,0.7865202805733456,0.0,0.205182272882953,3,Second,1,2,3,1,2
0.0,1.0,1,0.2833180847819457,0.0,0.12074187596573772,3,Third,1,2,3,1,1
1.0,0.5,0,0.4053064958828911,0.0,0.1657241434823851,3,Second,3,0,3,2,2
0.0,1.0,2,0.44721718502610514,0.0,0.24464040228352085,2,Third,1,2,2,1,2
0.0,1.0,1,0.49679780420860015,0.0,0.12271478243576611,3,Third,1,2,3,1,2
1.0,0.5,0,0.08508691674290943,0.0,0.520847308087496,3,Second,0,0,3,0,0
0.0,1.0,1,0.44721718502610514,0.5,0.11133821456699437,3,Third,2,2,3,1,0
0.0,0.5,1,0.5120463555962184,0.0,0.205182272882953,3,Second,2,2,3,1,1
0.0,0.5,1,0.44721718502610514,0.0,0.205182272882953,3,Second,1,2,3,1,2
0.0,1.0,1,0.29856663616956386,0.0,0.1367224183729677,3,Third,1,2,3,1,2
1.0,1.0,0,0.44721718502610514,0.0,0.205182272882953,2,Third,3,0,2,2,2
0.0,0.5,1,0.37480939310765476,0.5,0.410364545765906,3,Second,1,2,3,1,0
0.0,1.0,0,0.37480939310765476,0.5,0.12508227019980017,3,Third,2,0,3,1,0
0.0,1.0,1,0.16132967368100032,0.0,0.29652784244526764,0,Third,2,0,0,1,2
0.0,0.5,1,0.44721718502610514,0.0,0.0,3,Second,2,2,3,0,2
0.0,0.5,1,0.3443122903324184,0.0,0.205182272882953,3,Second,1,2,3,1,1
0.0,1.0,1,0.4281793229643184,0.0,0.2541103533396572,3,Third,1,2,1,1,2
0.0,1.0,0,0.7255260750228728,0.5,0.5425492792578084,3,Third,3,0,1,1,0
0.0,1.0,1,0.3595608417200366,0.0,0.2541103533396572,1,Third,1,2,3,1,1
1.0,1.0,1,0.46630070143336383,0.0,0.12508227019980017,3,Third,1,2,3,2,2
0.0,1.0,1,0.2375724306190912,0.5,0.31961084814459984,3,Third,1,2,3,1,0
1.0,0.5,0,0.4510521500457456,0.0,0.205182272882953,3,,3,0,3,2,2
0.0,1.0,1,0.46630070143336383,0.0,0.12232020114176043,2,Third,1,2,2,1,2
1.0,0.5,0,0.44721718502610514,0.5,0.3630147904852245,3,,0,0,3,2,0
1.0,1.0,1,0.08508691674290943,0.0,0.19689606570883372,3,Third,0,0,3,2,0
0.0,1.0,1,0.49679780420860015,0.0,0.14994089172215794,3,Third,2,2,3,1,2
0.0,1.0,1,0.3443122903324184,0.0,0.12462139924840156,3,Third,1,2,3,1,2
1.0,0.5,1,0.003812137846904545,0.5,0.22885715052329372,3,Second,0,0,3,2,0
0.0,1.0,2,0.4205550472705093,0.0,0.12304307407237883,3,Third,1,2,3,1,2
0.0,0.5,1,0.26806953339432754,0.0,0.18150739524261225,3,Second,1,1,3,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.22885715052329372,3,Third,1,2,3,1,2
0.0,1.0,1,0.6187862153095456,0.0,0.11245566879161846,3,Third,1,2,3,1,2
1.0,1.0,1,0.29856663616956386,0.0,0.11410028362503413,0,Third,1,2,0,2,2
0.0,1.0,1,0.2375724306190912,0.0,0.12271478243576611,3,Third,1,2,3,1,2
0.0,0.0,1,0.44721718502610514,0.0,0.205182272882953,0,First,2,2,0,1,1
0.0,1.0,0,0.45867642573955475,0.0,0.12232020114176043,2,Third,3,0,2,1,2
0.0,1.0,1,0.44721718502610514,0.5,0.3811655300094857,2,Third,1,2,2,0,0
0.0,1.0,1,0.481549252820982,0.0,0.13198744284489958,3,Third,1,2,3,1,2
0.0,1.0,1,0.3595608417200366,0.0,0.205182272882953,3,Third,1,2,3,1,2
0.0,1.0,1,0.7255260750228728,0.0,0.1239648159751761,3,,1,2,3,1,2
0.0,0.5,0,0.8627630375114365,0.0,0.1657241434823851,3,Second,3,0,3,0,2
1.0,0.5,0,0.8170173833485819,0.5,0.3630147904852245,3,Second,3,0,3,2,0
0.0,1.0,1,0.26806953339432754,0.0,0.12232020114176043,3,Third,1,2,3,1,2
1.0,1.0,0,0.06983836535529125,0.0,0.19689606570883372,3,Third,0,0,3,2,2
0.0,1.0,1,0.44721718502610514,0.0,0.1221229104947576,2,Third,1,2,2,0,2
1.0,1.0,0,0.19182677645623666,0.0,0.11410028362503413,0,Third,0,0,0,2,2
1.0,0.0,0,0.2528209820067093,0.5,0.8996453503329477,3,First,3,0,3,2,0
0.0,0.0,1,0.43580359865812746,0.0,0.4734975528068146,3,First,2,2,3,1,2
0.0,1.0,1,0.44721718502610514,0.5,0.37011725377732674,3,Third,1,2,3,1,0
0.0,1.0,1,0.37480939310765476,0.0,0.11127192490960142,3,Third,1,2,3,1,2
0.0,1.0,1,0.37480939310765476,0.0,0.11442857526164686,3,Third,1,1,3,1,2
1.0,1.0,0,0.26806953339432754,0.0,0.1183080985443107,3,Third,3,0,3,2,2
1.0,1.0,1,0.008844159804818544,0.5,0.32474040496667367,3,Third,0,0,3,2,0
0.0,0.5,1,0.44721718502610514,0.0,0.410364545765906,3,Second,1,2,3,1,2
0.0,0.0,1,0.44721718502610514,0.0,0.205182272882953,0,First,1,2,0,1,2
0.0,1.0,1,0.37480939310765476,0.0,0.12462139924840156,3,Third,1,2,3,0,2
0.0,0.5,1,0.5882891125343093,0.0,0.205182272882953,3,Second,2,2,1,0,2
1.0,1.0,0,0.46630070143336383,0.0,0.1370507100095804,3,Third,3,0,3,2,2
0.0,1.0,1,0.4510521500457456,0.0,0.11410028362503413,0,Third,1,2,0,1,2
0.0,1.0,0,0.4510521500457456,0.5,0.3811655300094857,3,Third,3,0,3,1,0
0.0,0.5,1,0.5120463555962184,0.0,0.205182272882953,3,Second,1,2,3,0,2
1.0,0.5,0,0.46630070143336383,0.5,0.4143103587059628,3,Second,3,0,3,2,0
1.0,1.0,1,0.0,0.0,0.13442122026632658,0,Third,0,0,0,2,0
1.0,1.0,1,0.4053064958828911,0.0,0.11008818102758439,3,Third,1,2,3,2,2
0.0,1.0,1,0.46630070143336383,0.0,0.205182272882953,3,Third,1,2,3,1,2
0.0,0.0,1,0.5882891125343093,0.0,0.0,3,First,1,2,3,1,2
0.0,1.0,0,0.26806953339432754,0.0,0.12271478243576611,3,Third,3,0,3,1,2
0.0,0.5,1,0.5882891125343093,0.0,0.205182272882953,3,Second,1,2,3,1,2
